annotation_id,persona_id,image_id,predicted_sentiment,caption_topic,just_topic
p1eb39ebb_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,50,54
p1eb39ebb_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Positive,-1,1
p1eb39ebb_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,Positive,126,24
p1eb39ebb_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,-1,0
p1eb39ebb_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,Negative,21,77
p1eb39ebb_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,10,2
p1eb39ebb_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,SlightlyNegative,-1,11
p1eb39ebb_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,Positive,-1,86
p1eb39ebb_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,Positive,-1,66
p1eb39ebb_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,Negative,30,54
p1eb39ebb_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,-1,-1
p1eb39ebb_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,5,25
p1eb39ebb_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,-1,25
p1eb39ebb_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,Positive,-1,0
p1eb39ebb_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,Negative,40,28
p1eb39ebb_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,-1,81
p1eb39ebb_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,SlightlyPositive,95,6
p1eb39ebb_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,182,54
p1eb39ebb_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Negative,197,105
p1eb39ebb_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Negative,-1,41
p1eb39ebb_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,Positive,-1,16
p1eb39ebb_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Neutral,62,9
p1eb39ebb_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,Negative,-1,56
p1eb39ebb_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Negative,136,-1
p1eb39ebb_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,Positive,113,8
p1eb39ebb_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Positive,1,1
p1eb39ebb_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,SlightlyPositive,5,-1
p1eb39ebb_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Negative,-1,21
p1eb39ebb_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,47,5
p1eb39ebb_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,SlightlyPositive,-1,19
p1eb39ebb_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,Negative,-1,71
p1eb39ebb_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Neutral,-1,4
p1eb39ebb_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Positive,2,75
p1eb39ebb_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Positive,24,27
p1eb39ebb_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,0,-1
p1eb39ebb_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,1eb39ebb-ef5e-40de-862b-a9f425537d3a,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Positive,-1,0
p41c9b4d2_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,Negative,43,28
p41c9b4d2_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Positive,-1,-1
p41c9b4d2_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Negative,13,14
p41c9b4d2_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Positive,-1,33
p41c9b4d2_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,20,29
p41c9b4d2_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,Negative,58,-1
p41c9b4d2_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Negative,202,21
p41c9b4d2_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,7,7
p41c9b4d2_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,Negative,12,32
p41c9b4d2_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,11,3
p41c9b4d2_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,Positive,25,0
p41c9b4d2_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Positive,68,60
p41c9b4d2_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,Negative,54,21
p41c9b4d2_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,-1,17
p41c9b4d2_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Positive,23,1
p41c9b4d2_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,Positive,41,0
p41c9b4d2_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,-1,3
p41c9b4d2_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,Negative,-1,96
p41c9b4d2_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,-1,2
p41c9b4d2_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,SlightlyPositive,-1,11
p41c9b4d2_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,Positive,4,86
p41c9b4d2_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,Positive,144,66
p41c9b4d2_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,Negative,179,-1
p41c9b4d2_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,137,48
p41c9b4d2_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,-1,25
p41c9b4d2_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,-1,25
p41c9b4d2_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,Positive,79,0
p41c9b4d2_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,Negative,-1,28
p41c9b4d2_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,19,-1
p41c9b4d2_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,SlightlyPositive,95,6
p41c9b4d2_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,-1,-1
p41c9b4d2_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Negative,-1,-1
p41c9b4d2_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Negative,128,41
p41c9b4d2_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,Positive,32,53
p41c9b4d2_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,SlightlyNegative,62,58
p41c9b4d2_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,Negative,9,49
p41c9b4d2_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Negative,3,25
p41c9b4d2_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,Positive,34,8
p41c9b4d2_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Positive,1,1
p41c9b4d2_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,SlightlyPositive,-1,10
p41c9b4d2_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,SlightlyNegative,-1,21
p41c9b4d2_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,-1,5
p41c9b4d2_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,SlightlyPositive,185,19
p41c9b4d2_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,Negative,33,2
p41c9b4d2_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Neutral,16,4
p41c9b4d2_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Positive,2,75
p41c9b4d2_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,24,20
p41c9b4d2_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,0,17
p41c9b4d2_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,41c9b4d2-5253-41a5-9d3a-2490433a1ccf,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Positive,120,0
p525ef610_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,Negative,43,28
p525ef610_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Positive,-1,-1
p525ef610_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Negative,37,14
p525ef610_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,SlightlyPositive,74,-1
p525ef610_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,190,29
p525ef610_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,Negative,-1,-1
p525ef610_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Negative,6,28
p525ef610_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,7,7
p525ef610_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,SlightlyPositive,12,32
p525ef610_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,11,3
p525ef610_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,Positive,54,0
p525ef610_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Positive,-1,60
p525ef610_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,Negative,54,28
p525ef610_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,18,54
p525ef610_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,SlightlyPositive,117,1
p525ef610_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,Positive,115,24
p525ef610_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,32,3
p525ef610_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,Negative,-1,77
p525ef610_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,81,2
p525ef610_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,SlightlyNegative,-1,11
p525ef610_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,Positive,60,51
p525ef610_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,Positive,83,66
p525ef610_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,Negative,30,25
p525ef610_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,29,48
p525ef610_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,73,21
p525ef610_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,-1,28
p525ef610_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,Positive,-1,44
p525ef610_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,Positive,-1,37
p525ef610_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,Negative,-1,25
p525ef610_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,-1,25
p525ef610_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,Positive,95,6
p525ef610_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,178,-1
p525ef610_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Negative,86,25
p525ef610_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Negative,-1,41
p525ef610_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,525ef610-77cb-4d20-b8d3-6572843038d9,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,Positive,91,45
